# live verification 2026-09-23 23:47-23:52 UTC (>6 min after apply at 23:40 UTC): GET from_path without following redirects, then GET the Location; per UA
# /start: Googlebot got a one-off 502 in the batch; re-checked 3x at 23:53 UTC -> 301 / -> 200 (both UAs)
from_path,expected_to,googlebot_hop1,googlebot_location,googlebot_final,chrome_hop1,chrome_location,chrome_final,ok
/@@iu4kw/blood-pressure,/explore-by-condition/blood-pressure,301,/explore-by-condition/blood-pressure,200,301,/explore-by-condition/blood-pressure,200,yes
/@@f8ki6/allergies,/explore-by-condition/allergies,301,/explore-by-condition/allergies,200,301,/explore-by-condition/allergies,200,yes
"/if(now()=sysdate(),sleep(15),0)/blood-pressure",/explore-by-condition/blood-pressure,301,/explore-by-condition/blood-pressure,200,301,/explore-by-condition/blood-pressure,200,yes
/%28select%280%29from%28select%28sleep%2815%29%29%29v%29/%2a%27+%28select%280%29from%28select%28sleep%2815%29%29%29v%29+%27%22+%28select%280%29from%28select%28sleep%2815%29%29%29v%29+%22%2a//anxiety-stress,/explore-by-condition/anxiety-stress,301,/explore-by-condition/anxiety-stress,200,301,/explore-by-condition/anxiety-stress,200,yes
/@@momio/anxiety-stress,/explore-by-condition/anxiety-stress,301,/explore-by-condition/anxiety-stress,200,301,/explore-by-condition/anxiety-stress,200,yes
"/if(now()=sysdate(),sleep(15),0)/anxiety-stress",/explore-by-condition/anxiety-stress,301,/explore-by-condition/anxiety-stress,200,301,/explore-by-condition/anxiety-stress,200,yes
"/if(now()=sysdate(),sleep(15),0)/allergies",/explore-by-condition/allergies,301,/explore-by-condition/allergies,200,301,/explore-by-condition/allergies,200,yes
/%28select%280%29from%28select%28sleep%2815%29%29%29v%29/%2a%27+%28select%280%29from%28select%28sleep%2815%29%29%29v%29+%27%22+%28select%280%29from%28select%28sleep%2815%29%29%29v%29+%22%2a//allergies,/explore-by-condition/allergies,301,/explore-by-condition/allergies,200,301,/explore-by-condition/allergies,200,yes
"/if(now()=sysdate(),sleep(15),0)/cholesterol",/explore-by-condition/cholesterol,301,/explore-by-condition/cholesterol,200,301,/explore-by-condition/cholesterol,200,yes
"/if(now()=sysdate(),sleep(15),0)/chronic-fatigue",/explore-by-condition/chronic-fatigue,301,/explore-by-condition/chronic-fatigue,200,301,/explore-by-condition/chronic-fatigue,200,yes
/%28select%280%29from%28select%28sleep%2815%29%29%29v%29/%2a%27+%28select%280%29from%28select%28sleep%2815%29%29%29v%29+%27%22+%28select%280%29from%28select%28sleep%2815%29%29%29v%29+%22%2a//cholesterol,/explore-by-condition/cholesterol,301,/explore-by-condition/cholesterol,200,301,/explore-by-condition/cholesterol,200,yes
/%28select%280%29from%28select%28sleep%2815%29%29%29v%29/%2a%27+%28select%280%29from%28select%28sleep%2815%29%29%29v%29+%27%22+%28select%280%29from%28select%28sleep%2815%29%29%29v%29+%22%2a//chronic-fatigue,/explore-by-condition/chronic-fatigue,301,/explore-by-condition/chronic-fatigue,200,301,/explore-by-condition/chronic-fatigue,200,yes
/@@udkgl/chronic-fatigue,/explore-by-condition/chronic-fatigue,301,/explore-by-condition/chronic-fatigue,200,301,/explore-by-condition/chronic-fatigue,200,yes
/@@ycer1/cholesterol,/explore-by-condition/cholesterol,301,/explore-by-condition/cholesterol,200,301,/explore-by-condition/cholesterol,200,yes
/condition/skin-aging,/explore-by-condition/skin-aging,301,/explore-by-condition/skin-aging,200,301,/explore-by-condition/skin-aging,200,yes
"/if(now()=sysdate(),sleep(15),0)/type-2-diabetes",/explore-by-condition/type-2-diabetes,301,/explore-by-condition/type-2-diabetes,200,301,/explore-by-condition/type-2-diabetes,200,yes
/@@bibho/type-2-diabetes,/explore-by-condition/type-2-diabetes,301,/explore-by-condition/type-2-diabetes,200,301,/explore-by-condition/type-2-diabetes,200,yes
/%28select%280%29from%28select%28sleep%2815%29%29%29v%29/%2a%27+%28select%280%29from%28select%28sleep%2815%29%29%29v%29+%27%22+%28select%280%29from%28select%28sleep%2815%29%29%29v%29+%22%2a//type-2-diabetes,/explore-by-condition/type-2-diabetes,301,/explore-by-condition/type-2-diabetes,200,301,/explore-by-condition/type-2-diabetes,200,yes
/condition/kidney-health,/explore-by-condition/kidney-health,301,/explore-by-condition/kidney-health,200,301,/explore-by-condition/kidney-health,200,yes
/condition/exercise-recovery,/explore-by-condition/exercise-recovery,301,/explore-by-condition/exercise-recovery,200,301,/explore-by-condition/exercise-recovery,200,yes
/condition/chronic-fatigue,/explore-by-condition/chronic-fatigue,301,/explore-by-condition/chronic-fatigue,200,301,/explore-by-condition/chronic-fatigue,200,yes
/condition/type-2-diabetes,/explore-by-condition/type-2-diabetes,301,/explore-by-condition/type-2-diabetes,200,301,/explore-by-condition/type-2-diabetes,200,yes
/condition/rheumatoid-arthritis,/explore-by-condition/rheumatoid-arthritis,301,/explore-by-condition/rheumatoid-arthritis,200,301,/explore-by-condition/rheumatoid-arthritis,200,yes
/condition/metabolic-syndrome,/explore-by-condition/metabolic-syndrome,301,/explore-by-condition/metabolic-syndrome,200,301,/explore-by-condition/metabolic-syndrome,200,yes
/condition/radiation-therapy-side-effects,/explore-by-condition/radiation-therapy-side-effects,301,/explore-by-condition/radiation-therapy-side-effects,200,301,/explore-by-condition/radiation-therapy-side-effects,200,yes
/condition/fatty-liver-nafld,/explore-by-condition/fatty-liver-nafld,301,/explore-by-condition/fatty-liver-nafld,200,301,/explore-by-condition/fatty-liver-nafld,200,yes
/condition/allergies,/explore-by-condition/allergies,301,/explore-by-condition/allergies,200,301,/explore-by-condition/allergies,200,yes
